date,team_code,opponent_code,elo_before,opp_elo_before
2022-06-08,UA,IE,1848,1649
2022-06-08,MM,TJ,958,1291
2022-06-08,NE,UG,1255,1411
2022-06-08,UG,NE,1411,1255
2022-06-08,TJ,MM,1291,958
2022-06-08,TM,MY,1254,1199
2022-06-08,MY,TM,1199,1254
2022-06-09,CI,LS,1671,1216
2022-06-09,NO,SI,1791,1607
2022-06-09,SI,NO,1607,1791
2022-06-09,NZ,OM,1554,1558
2022-06-09,GE,NM,1658,1612
2022-06-09,SE,RS,1779,1849
2022-06-09,RS,SE,1849,1779
2022-06-09,CH,ES,1863,2043
2022-06-09,ES,CH,2043,1863
2022-06-09,NM,GE,1612,1658
2022-06-09,MA,ZA,1733,1536
2022-06-09,DM,LC,989,1048
2022-06-09,LC,DM,1048,989
2022-06-09,ZA,MA,1536,1733
2022-06-09,CA,CW,1801,1405
2022-06-09,CW,CA,1405,1801
2022-06-09,LS,CI,1216,1671
2022-06-09,AG,CU,1176,1301
2022-06-09,SL,NG,1350,1637
2022-06-09,EI,KO,1554,1526
2022-06-09,GR,CY,1713,1315
2022-06-09,CY,GR,1315,1713
2022-06-09,PA,MQ,1654,1382
2022-06-09,GI,BG,1059,1459
2022-06-09,BG,GI,1459,1059
2022-06-09,ML,SS,1614,1101
2022-06-09,MQ,PA,1382,1654
2022-06-09,SS,ML,1101,1614
2022-06-09,OM,NZ,1558,1554
2022-06-09,PT,CZ,2022,1835
2022-06-09,NG,SL,1637,1350
2022-06-09,KO,EI,1526,1554
2022-06-09,CU,AG,1301,1176
2022-06-09,EG,ET,1641,1356
2022-06-09,BI,CM,1256,1632
2022-06-09,CM,BI,1632,1256
2022-06-09,VE,SA,1685,1622
2022-06-09,SA,VE,1622,1685
2022-06-09,CZ,PT,1835,2022
2022-06-09,ET,EG,1356,1641
2022-06-09,PR,KY,1084,839
2022-06-09,KN,AW,1194,927
2022-06-09,GP,BB,1209,1013
2022-06-09,GN,MW,1389,1312
2022-06-09,MW,GN,1312,1389
2022-06-09,GF,BZ,1323,1080
2022-06-09,BB,GP,1013,1209
2022-06-09,KY,PR,839,1084
2022-06-09,AW,KN,927,1194
2022-06-09,MT,EE,1242,1404
2022-06-09,EE,MT,1404,1242
2022-06-09,BZ,GF,1080,1323
2022-06-09,GW,ST,1390,1072
2022-06-09,SM,IS,782,1546
2022-06-09,IS,SM,1546,782
2022-06-09,ST,GW,1072,1390
2022-06-10,HR,DK,1841,1951
2022-06-10,DK,HR,1951,1841
2022-06-10,LI,AD,1038,1086
2022-06-10,FR,AT,2062,1770
2022-06-10,GH,JP,1527,1808
2022-06-10,JP,GH,1808,1527
2022-06-10,AT,FR,1770,2062
2022-06-10,MD,LV,1199,1378
2022-06-10,LV,MD,1378,1199
2022-06-10,IL,AL,1639,1562
2022-06-10,KR,PY,1799,1722
2022-06-10,AD,LI,1086,1038
2022-06-10,TN,CL,1642,1726
2022-06-10,KZ,BY,1391,1450
2022-06-10,US,GD,1830,1134
2022-06-10,SK,AZ,1655,1285
2022-06-10,AZ,SK,1285,1655
2022-06-10,GD,US,1134,1830
2022-06-10,BS,NI,861,1260
2022-06-10,NI,BS,1260,861
2022-06-10,TT,VC,1360,1071
2022-06-10,BY,KZ,1450,1391
2022-06-10,VC,TT,1071,1360
2022-06-10,CL,TN,1726,1642
2022-06-10,GT,DO,1455,1194
2022-06-10,AL,IL,1562,1639
2022-06-10,PY,KR,1722,1799
2022-06-10,DO,GT,1194,1455
2022-06-11,SR,MX,1317,1832
2022-06-11,CV,EC,1467,1846
2022-06-11,KG,MM,1273,953
2022-06-11,HU,DE,1757,1962
2022-06-11,BE,WA,2019,1829
2022-06-11,DE,HU,1962,1757
2022-06-11,MM,KG,953,1273
2022-06-11,TR,LU,1743,1426
2022-06-11,MX,SR,1832,1317
2022-06-11,EC,CV,1846,1467
2022-06-11,ME,BA,1538,1617
2022-06-11,IT,EN,1975,2003
2022-06-11,BA,ME,1617,1538
2022-06-11,LU,TR,1426,1743
2022-06-11,WA,BE,1829,2019
2022-06-11,KW,NP,1323,943
2022-06-11,FO,LT,1247,1263
2022-06-11,NP,KW,943,1323
2022-06-11,LT,FO,1263,1247
2022-06-11,ID,JO,1237,1551
2022-06-11,JO,ID,1551,1237
2022-06-11,KH,HK,847,1175
2022-06-11,HK,KH,1175,847
2022-06-11,EN,IT,2003,1975
2022-06-11,PL,NL,1817,1996
2022-06-11,MY,BH,1190,1516
2022-06-11,BH,MY,1516,1190
2022-06-11,PS,YE,1421,1150
2022-06-11,YE,PS,1150,1421
2022-06-11,AM,UA,1506,1857
2022-06-11,RO,FI,1626,1681
2022-06-11,FI,RO,1681,1626
2022-06-11,TM,BD,1258,848
2022-06-11,BD,TM,848,1258
2022-06-11,NL,PL,1996,1817
2022-06-11,UA,AM,1857,1506
2022-06-11,LK,TH,689,1405
2022-06-11,TJ,SG,1302,1103
2022-06-11,PA,UY,1650,1940
2022-06-11,UY,PA,1940,1650
2022-06-11,MS,BM,964,1205
2022-06-11,BM,MS,1205,964
2022-06-11,BQ,VI,988,669
2022-06-11,VI,BQ,669,988
2022-06-11,TH,LK,1405,689
2022-06-11,HT,GY,1525,1194
2022-06-11,IN,AF,1211,1111
2022-06-11,AF,IN,1111,1211
2022-06-11,GY,HT,1194,1525
2022-06-11,SG,TJ,1103,1302
2022-06-11,UZ,MV,1544,907
2022-06-11,SQ,IE,1677,1680
2022-06-11,IE,SQ,1680,1677
2022-06-11,MN,PH,753,1107
2022-06-11,PH,MN,1107,753
2022-06-11,MV,UZ,907,1544
2022-06-12,KN,MF,1176,838
2022-06-12,SM,MT,780,1244
2022-06-12,CH,PT,1886,1999
2022-06-12,PT,CH,1999,1886
2022-06-12,NO,SE,1805,1765
2022-06-12,MF,KN,838,1176
2022-06-12,BG,GE,1473,1644
2022-06-12,NM,GI,1614,1057
2022-06-12,DZ,IR,1712,1808
2022-06-12,GI,NM,1057,1614
2022-06-12,PA,MQ,1641,1391
2022-06-12,PR,VG,1087,613
2022-06-12,VG,PR,613,1087
2022-06-12,IR,DZ,1808,1712
2022-06-12,MQ,PA,1391,1641
2022-06-12,MT,SM,1244,780
2022-06-12,GE,BG,1644,1473
2022-06-12,SI,RS,1615,1841
2022-06-12,RS,SI,1841,1615
2022-06-12,SE,NO,1765,1805
2022-06-12,AG,CU,1163,1314
2022-06-12,CZ,ES,1826,2052
2022-06-12,LC,AI,1051,614
2022-06-12,ES,CZ,2052,1826
2022-06-12,CY,EI,1330,1539
2022-06-12,CU,AG,1314,1163
2022-06-12,GP,BB,1215,1007
2022-06-12,BB,GP,1007,1215
2022-06-12,AI,LC,614,1051
2022-06-12,EI,CY,1539,1330
2022-06-12,GR,KO,1723,1516
2022-06-12,KO,GR,1516,1723
2022-06-13,AZ,BY,1321,1414
2022-06-13,BY,AZ,1414,1321
2022-06-13,KZ,SK,1420,1626
2022-06-13,VC,TT,1064,1367
2022-06-13,BS,NI,857,1264
2022-06-13,EE,AL,1410,1556
2022-06-13,SL,GW,1352,1388
2022-06-13,TT,VC,1367,1064
2022-06-13,NI,BS,1264,857
2022-06-13,AU,PE,1704,1849
2022-06-13,AL,EE,1556,1410
2022-06-13,LR,MA,1314,1736
2022-06-13,SK,KZ,1626,1420
2022-06-13,PE,AU,1849,1704
2022-06-13,MA,LR,1736,1314
2022-06-13,GW,SL,1388,1352
2022-06-13,GT,DO,1462,1187
2022-06-13,HR,FR,1876,2027
2022-06-13,CA,HN,1768,1462
2022-06-13,FR,HR,2027,1876
2022-06-13,HN,CA,1462,1768
2022-06-13,DO,GT,1187,1462
2022-06-13,DK,AT,1961,1760
2022-06-13,AT,DK,1760,1961
2022-06-13,IS,IL,1546,1639
2022-06-13,ST,NG,1068,1641
2022-06-13,NG,ST,1641,1068
2022-06-13,IL,IS,1639,1546
2022-06-14,MD,AD,1208,1077
2022-06-14,HU,EN,1823,1937
2022-06-14,LK,MV,680,916
2022-06-14,EN,HU,1937,1823
2022-06-14,VI,BQ,661,996
2022-06-14,BQ,VI,996,661
2022-06-14,AD,MD,1077,1208
2022-06-14,ME,RO,1590,1574
2022-06-14,RO,ME,1574,1590
2022-06-14,JO,KW,1574,1300
2022-06-14,KW,JO,1300,1574
2022-06-14,GF,BZ,1328,1075
2022-06-14,MV,LK,916,680
2022-06-14,KG,TJ,1269,1306
2022-06-14,PL,BE,1803,2033
2022-06-14,LT,TR,1261,1745
2022-06-14,CR,NZ,1726,1543
2022-06-14,NZ,CR,1543,1726
2022-06-14,NL,WA,2003,1822
2022-06-14,TR,LT,1745,1261
2022-06-14,WA,NL,1822,2003
2022-06-14,PS,PH,1432,1096
2022-06-14,PH,PS,1096,1432
2022-06-14,FO,LU,1260,1413
2022-06-14,LU,FO,1413,1260
2022-06-14,YE,MN,1099,804
2022-06-14,IE,UA,1689,1848
2022-06-14,UA,IE,1848,1689
2022-06-14,MN,YE,804,1099
2022-06-14,BE,PL,2033,1803
2022-06-14,TM,BH,1251,1523
2022-06-14,BH,TM,1523,1251
2022-06-14,BZ,GF,1075,1328
2022-06-14,KH,AF,860,1098
2022-06-14,KR,EG,1805,1635
2022-06-14,HK,IN,1151,1235
2022-06-14,FI,BA,1663,1635
2022-06-14,BA,FI,1635,1663
2022-06-14,MY,BD,1195,843
2022-06-14,BD,MY,843,1195
2022-06-14,IN,HK,1235,1151
2022-06-14,HT,GY,1536,1183
2022-06-14,GY,HT,1183,1536
2022-06-14,IT,DE,1949,1988
2022-06-14,DE,IT,1988,1949
2022-06-14,TJ,KG,1306,1269
2022-06-14,US,SV,1818,1501
2022-06-14,CL,GH,1718,1535
2022-06-14,AM,SQ,1478,1705
2022-06-14,SQ,AM,1705,1478
2022-06-14,SV,US,1501,1818
2022-06-14,TN,JP,1685,1765
2022-06-14,JP,TN,1765,1685
2022-06-14,EG,KR,1635,1805
2022-06-14,JM,MX,1548,1822
2022-06-14,MX,JM,1822,1548
2022-06-14,LV,LI,1390,1026
2022-06-14,LI,LV,1026,1390
2022-06-14,TH,UZ,1393,1556
2022-06-14,UZ,TH,1556,1393
2022-06-14,SG,MM,1125,931
2022-06-14,ID,NP,1251,929
2022-06-14,NP,ID,929,1251
2022-06-14,MM,SG,931,1125
2022-06-14,AF,KH,1098,860
2022-06-14,GH,CL,1535,1718
2022-07-05,KM,AO,1264,1411
2022-07-05,AO,KM,1411,1264
2022-07-05,BW,SC,1312,901
2022-07-05,SC,BW,901,1312
2022-07-06,LS,MW,1241,1287
2022-07-06,MU,SW,954,1279
2022-07-06,SW,MU,1279,954
2022-07-06,MW,LS,1287,1241
2022-07-07,AO,SC,1415,897
2022-07-07,BW,KM,1329,1247
2022-07-07,SC,AO,897,1415
2022-07-07,KM,BW,1247,1329
2022-07-08,MU,LS,948,1247
2022-07-08,MW,SW,1287,1279
2022-07-08,SW,MW,1279,1287
2022-07-08,LS,MU,1247,948
2022-07-10,AO,BW,1390,1354
2022-07-10,BW,AO,1354,1390
2022-07-10,MU,MW,941,1294
2022-07-10,LS,SW,1220,1306
2022-07-10,SW,LS,1306,1220
2022-07-10,SC,KM,892,1252
2022-07-10,MW,MU,1294,941
2022-07-10,KM,SC,1252,892
2022-07-12,ZM,BW,1417,1358
2022-07-12,MG,,1282,1362
2022-07-12,BW,ZM,1358,1417
2022-07-13,SW,SN,1323,1716
2022-07-13,ZA,MZ,1521,1324
2022-07-13,MZ,ZA,1324,1521
2022-07-13,SN,SW,1716,1323
2022-07-15,ZM,SN,1451,1682
2022-07-15,SN,ZM,1682,1451
2022-07-15,MZ,,1306,1380
2022-07-15,MG,ZA,1277,1526
2022-07-15,ZA,MG,1526,1277
2022-07-15,SW,BW,1296,1385
2022-07-15,BW,SW,1385,1296
2022-07-16,TL,PH,623,1098
2022-07-16,PH,TL,1098,623
2022-07-17,ZM,,1467,1364
2022-07-17,MZ,SN,1322,1666
2022-07-17,SN,MZ,1666,1322
2022-07-17,ZA,BW,1534,1377
2022-07-17,BW,ZA,1377,1534
2022-07-18,MU,SC,950,883
2022-07-18,SC,MU,883,950
2022-07-19,HK,JP,1150,1766
2022-07-19,JP,HK,1766,1150
2022-07-20,CN,KR,1447,1813
2022-07-20,KR,CN,1813,1447
2022-07-24,KR,HK,1815,1148
2022-07-24,HK,KR,1148,1815
2022-07-24,JP,CN,1749,1464
2022-07-24,CN,JP,1464,1749
2022-07-27,HK,CN,1142,1470
2022-07-27,KR,JP,1783,1781
2022-07-27,CN,HK,1470,1142
2022-07-27,JP,KR,1781,1783
2022-08-26,QA,JM,1658,1553
2022-08-26,JM,QA,1553,1658
2022-08-31,MX,PY,1809,1735
2022-08-31,PY,MX,1735,1809
2022-09-17,NC,FJ,1188,1252
2022-09-17,FJ,NC,1252,1188
2022-09-21,HK,MM,1146,927
2022-09-21,SB,NC,1223,1169
2022-09-21,NC,SB,1169,1223
2022-09-21,MV,BN,929,604
2022-09-21,BN,MV,604,929
2022-09-21,SQ,UA,1744,1809
2022-09-21,UA,SQ,1809,1744
2022-09-21,UG,LY,1412,1330
2022-09-21,LY,UG,1330,1412
2022-09-21,MM,HK,927,1146
2022-09-21,MG,MA,1276,1737
2022-09-21,SG,VN,1118,1384
2022-09-21,SM,SC,780,883
2022-09-21,SC,SM,883,780
2022-09-21,VN,SG,1384,1118
2022-09-21,MA,MG,1737,1276
2022-09-22,BE,WA,2039,1816
2022-09-22,DK,HR,1942,1895
2022-09-22,PL,NL,1781,2025
2022-09-22,NL,PL,2025,1781
2022-09-22,NI,SR,1256,1325
2022-09-22,AD,LI,1111,992
2022-09-22,LI,AD,992,1111
2022-09-22,LV,MD,1357,1241
2022-09-22,MD,LV,1241,1357
2022-09-22,WA,BE,1816,2039
2022-09-22,TJ,TT,1324,1349
2022-09-22,BD,KH,856,847
2022-09-22,KH,BD,847,856
2022-09-22,TT,TJ,1349,1324
2022-09-22,SR,NI,1325,1256
2022-09-22,VE,IS,1671,1560
2022-09-22,KM,TN,1250,1687
2022-09-22,LT,FO,1255,1266
2022-09-22,AT,FR,1754,2033
2022-09-22,FR,AT,2033,1754
2022-09-22,NZ,AU,1539,1708
2022-09-22,AU,NZ,1708,1539
2022-09-22,FO,LT,1266,1255
2022-09-22,TR,LU,1728,1430
2022-09-22,LU,TR,1430,1728
2022-09-22,TN,KM,1687,1250
2022-09-22,IS,VE,1560,1671
2022-09-22,MY,TH,1205,1383
2022-09-22,TH,MY,1383,1205
2022-09-22,HR,DK,1895,1942
2022-09-22,SK,AZ,1590,1357
2022-09-22,KZ,BY,1434,1400
2022-09-22,BY,KZ,1400,1434
2022-09-22,AZ,SK,1357,1590
2022-09-23,IR,UY,1822,1926
2022-09-23,HN,AR,1461,2140
2022-09-23,UY,IR,1926,1822
2022-09-23,GH,BR,1534,2167
2022-09-23,JP,US,1798,1801
2022-09-23,RO,FI,1584,1653
2022-09-23,IT,EN,1963,1923
2022-09-23,AR,HN,2140,1461
2022-09-23,US,JP,1801,1798
2022-09-23,CA,QA,1778,1648
2022-09-23,MA,CL,1751,1704
2022-09-23,FI,RO,1653,1584
2022-09-23,BG,GI,1477,1053
2022-09-23,IQ,OM,1564,1558
2022-09-23,OM,IQ,1558,1564
2022-09-23,NE,EG,1252,1638
2022-09-23,GE,NM,1663,1595
2022-09-23,EG,NE,1638,1252
2022-09-23,CV,BH,1481,1509
2022-09-23,BH,CV,1509,1481
2022-09-23,SY,JO,1450,1584
2022-09-23,BR,GH,2167,1534
2022-09-23,JO,SY,1584,1450
2022-09-23,BF,CD,1586,1440
2022-09-23,CD,BF,1440,1586
2022-09-23,EN,IT,1923,1963
2022-09-23,NM,GE,1595,1663
2022-09-23,QA,CA,1648,1778
2022-09-23,GI,BG,1053,1477
2022-09-23,MT,EE,1237,1417
2022-09-23,EE,MT,1417,1237
2022-09-23,CL,MA,1704,1751
2022-09-23,SD,ET,1305,1352
2022-09-23,ME,BA,1578,1647
2022-09-23,BA,ME,1647,1578
2022-09-23,DZ,GN,1714,1387
2022-09-23,GN,DZ,1387,1714
2022-09-23,HU,DE,1856,1955
2022-09-23,ET,SD,1352,1305
2022-09-23,KR,CR,1779,1730
2022-09-23,CM,UZ,1614,1574
2022-09-23,UZ,CM,1574,1614
2022-09-23,RW,GQ,1272,1434
2022-09-23,CR,KR,1730,1779
2022-09-23,DE,HU,1955,1856
2022-09-23,AE,PY,1496,1739
2022-09-23,PY,AE,1739,1496
2022-09-23,ML,ZM,1618,1463
2022-09-23,ZM,ML,1463,1618
2022-09-23,GQ,RW,1434,1272
2022-09-23,SA,EC,1628,1840
2022-09-23,EC,SA,1840,1628
2022-09-24,ID,CW,1263,1393
2022-09-24,BJ,MR,1403,1377
2022-09-24,MR,BJ,1377,1403
2022-09-24,SG,IN,1123,1230
2022-09-24,IN,SG,1230,1123
2022-09-24,CO,GT,1903,1459
2022-09-24,GT,CO,1459,1903
2022-09-24,MG,CG,1277,1310
2022-09-24,ZA,SL,1540,1346
2022-09-24,RS,SE,1860,1746
2022-09-24,SE,RS,1746,1860
2022-09-24,KG,RU,1267,1764
2022-09-24,CZ,PT,1796,2029
2022-09-24,CG,MG,1310,1277
2022-09-24,GR,CY,1689,1364
2022-09-24,FJ,SB,1250,1225
2022-09-24,MQ,GW,1388,1391
2022-09-24,GW,MQ,1391,1388
2022-09-24,PT,CZ,2029,1796
2022-09-24,SN,BO,1680,1620
2022-09-24,BO,SN,1620,1680
2022-09-24,IL,AL,1649,1546
2022-09-24,AL,IL,1546,1649
2022-09-24,PG,VU,1200,1125
2022-09-24,VU,PG,1125,1200
2022-09-24,CY,GR,1364,1689
2022-09-24,KO,EI,1503,1552
2022-09-24,SB,FJ,1225,1250
2022-09-24,MV,LA,938,670
2022-09-24,CW,ID,1393,1263
2022-09-24,EI,KO,1552,1503
2022-09-24,CI,TG,1673,1321
2022-09-24,TG,CI,1321,1673
2022-09-24,PE,MX,1838,1820
2022-09-24,MX,PE,1820,1838
2022-09-24,AM,UA,1461,1826
2022-09-24,CH,ES,1919,2019
2022-09-24,HK,MM,1139,934
2022-09-24,MM,HK,934,1139
2022-09-24,SQ,IE,1756,1677
2022-09-24,IE,SQ,1677,1756
2022-09-24,UA,AM,1826,1461
2022-09-24,TZ,UG,1323,1392
2022-09-24,ES,CH,2019,1919
2022-09-24,RU,KG,1764,1267
2022-09-24,SL,ZA,1346,1540
2022-09-24,LA,MV,670,938
2022-09-24,UG,TZ,1392,1323
2022-09-24,NO,SI,1780,1640
2022-09-24,SI,NO,1640,1780
2022-09-24,GD,VC,1112,1086
2022-09-24,VC,GD,1086,1112
2022-09-25,MY,TJ,1210,1319
2022-09-25,BE,NL,2024,2040
2022-09-25,NL,BE,2040,2024
2022-09-25,NZ,AU,1527,1720
2022-09-25,SK,BY,1576,1414
2022-09-25,AU,NZ,1720,1527
2022-09-25,KZ,AZ,1401,1390
2022-09-25,DK,FR,1971,2004
2022-09-25,AZ,KZ,1390,1401
2022-09-25,LI,MD,985,1248
2022-09-25,NE,LR,1255,1311
2022-09-25,FR,DK,2004,1971
2022-09-25,TR,FO,1692,1302
2022-09-25,FO,TR,1302,1692
2022-09-25,MD,LI,1248,985
2022-09-25,LR,NE,1311,1255
2022-09-25,LV,AD,1349,1119
2022-09-25,AD,LV,1119,1349
2022-09-25,HR,AT,1921,1728
2022-09-25,BY,SK,1414,1576
2022-09-25,AT,HR,1728,1921
2022-09-25,PL,WA,1808,1789
2022-09-25,LU,LT,1437,1248
2022-09-25,LT,LU,1248,1437
2022-09-25,TT,TH,1340,1392
2022-09-25,WA,PL,1789,1808
2022-09-25,TH,TT,1392,1340
2022-09-25,TJ,MY,1319,1210
2022-09-26,ET,SD,1348,1309
2022-09-26,IT,HU,1992,1827
2022-09-26,ME,FI,1546,1685
2022-09-26,EE,SM,1420,777
2022-09-26,FI,ME,1685,1546
2022-09-26,OM,JO,1548,1594
2022-09-26,JO,OM,1594,1548
2022-09-26,IQ,SY,1574,1440
2022-09-26,SM,EE,777,1420
2022-09-26,DE,EN,1959,1919
2022-09-26,EN,DE,1919,1959
2022-09-26,HU,IT,1827,1992
2022-09-26,SY,IQ,1440,1574
2022-09-26,BG,NM,1508,1564
2022-09-26,NM,BG,1564,1508
2022-09-26,RO,BA,1615,1616
2022-09-26,BA,RO,1616,1615
2022-09-26,SD,ET,1309,1348
2022-09-26,GE,GI,1665,1051
2022-09-26,ML,ZM,1612,1469
2022-09-26,ZM,ML,1469,1612
2022-09-26,GI,GE,1051,1665
2022-09-27,QA,CL,1650,1702
2022-09-27,PG,FJ,1223,1227
2022-09-27,CL,QA,1702,1650
2022-09-27,US,SA,1796,1633
2022-09-27,KM,BF,1247,1589
2022-09-27,BF,KM,1589,1247
2022-09-27,AL,IS,1541,1565
2022-09-27,MT,IL,1254,1632
2022-09-27,MA,PY,1751,1739
2022-09-27,DZ,NG,1719,1636
2022-09-27,ZA,BW,1544,1373
2022-09-27,GR,EI,1701,1540
2022-09-27,NG,DZ,1636,1719
2022-09-27,FJ,PG,1227,1223
2022-09-27,IS,AL,1565,1541
2022-09-27,IL,MT,1632,1254
2022-09-27,EI,GR,1540,1701
2022-09-27,GN,CI,1382,1678
2022-09-27,ES,PT,2045,2003
2022-09-27,PT,ES,2003,2045
2022-09-27,MR,CG,1389,1298
2022-09-27,LY,TZ,1341,1312
2022-09-27,SA,US,1633,1796
2022-09-27,CG,MR,1298,1389
2022-09-27,CR,UZ,1736,1568
2022-09-27,UZ,CR,1568,1736
2022-09-27,TZ,LY,1312,1341
2022-09-27,GT,HN,1449,1471
2022-09-27,CA,UY,1769,1935
2022-09-27,UY,CA,1935,1769
2022-09-27,HN,GT,1471,1449
2022-09-27,KR,CM,1783,1610
2022-09-27,CM,KR,1610,1783
2022-09-27,MG,BJ,1297,1383
2022-09-27,BN,LA,618,656
2022-09-27,MX,CO,1812,1911
2022-09-27,CO,MX,1911,1812
2022-09-27,PY,MA,1739,1751
2022-09-27,CI,GN,1678,1382
2022-09-27,LA,BN,656,618
2022-09-27,BJ,MG,1383,1297
2022-09-27,BW,ZA,1373,1544
2022-09-27,JP,EC,1799,1839
2022-09-27,EC,JP,1839,1799
2022-09-27,NP,BD,937,848
2022-09-27,PA,BH,1655,1495
2022-09-27,JM,AR,1552,2141
2022-09-27,BH,PA,1495,1655
2022-09-27,EG,LR,1642,1307
2022-09-27,NI,GH,1253,1537
2022-09-27,GH,NI,1537,1253
2022-09-27,VE,AE,1681,1486
2022-09-27,AE,VE,1486,1681
2022-09-27,CZ,CH,1787,1928
2022-09-27,CH,CZ,1928,1787
2022-09-27,LR,EG,1307,1642
2022-09-27,AR,JM,2141,1552
2022-09-27,PE,SV,1842,1497
2022-09-27,SV,PE,1497,1842
2022-09-27,CD,SL,1453,1333
2022-09-27,SL,CD,1333,1453
2022-09-27,TN,BR,1685,2169
2022-09-27,BR,TN,2169,1685
2022-09-27,IN,VN,1220,1394
2022-09-27,GQ,TG,1431,1324
2022-09-27,VN,IN,1394,1220
2022-09-27,RS,NO,1892,1748
2022-09-27,NO,RS,1748,1892
2022-09-27,SN,IR,1684,1818
2022-09-27,IR,SN,1818,1684
2022-09-27,BD,NP,848,937
2022-09-27,TG,GQ,1324,1431
2022-09-27,UA,SQ,1822,1760
2022-09-27,AM,IE,1455,1683
2022-09-27,SQ,UA,1760,1822
2022-09-27,SE,SI,1735,1651
2022-09-27,IE,AM,1683,1455
2022-09-27,SI,SE,1651,1735
2022-09-27,CY,KO,1349,1518
2022-09-27,KO,CY,1518,1349
2022-09-27,CW,ID,1382,1274
2022-09-27,ID,CW,1274,1382
2022-09-30,FJ,SB,1247,1205
2022-09-30,SB,FJ,1205,1247
2022-10-01,VC,GD,1063,1135
2022-10-01,GD,VC,1135,1063
2022-10-13,QA,NI,1652,1251
2022-10-13,NI,QA,1251,1652
2022-10-22,SA,NM,1641,1556
2022-10-22,NM,SA,1556,1641
2022-10-23,QA,GT,1659,1442
2022-10-23,GT,QA,1442,1659
2022-10-26,AL,SA,1544,1638
2022-10-26,SA,AL,1638,1544
2022-10-27,HN,QA,1466,1664
2022-10-27,QA,HN,1664,1466
2022-10-30,SA,HN,1633,1471
2022-10-30,HN,SA,1471,1633
2022-11-05,BN,TL,645,596
2022-11-05,TL,BN,596,645
2022-11-05,PA,QA,1645,1674
2022-11-05,QA,PA,1674,1645
2022-11-06,SA,IS,1641,1557
2022-11-06,IS,SA,1557,1641
2022-11-08,BN,TL,617,624
2022-11-08,TL,BN,624,617
2022-11-09,IQ,MX,1566,1820
2022-11-09,NG,CR,1629,1743
2022-11-09,CR,NG,1743,1629
2022-11-09,AL,QA,1538,1680
2022-11-09,QA,AL,1680,1538
2022-11-09,MX,IQ,1820,1566
2022-11-09,CM,JM,1606,1556
2022-11-09,JM,CM,1556,1606
2022-11-10,IR,NI,1818,1251
2022-11-10,SA,PA,1641,1645
2022-11-10,PA,SA,1645,1641
2022-11-10,NI,IR,1251,1818
2022-11-11,BH,CA,1500,1764
2022-11-11,CA,BH,1764,1500
2022-11-11,IS,KR,1554,1786
2022-11-11,KR,IS,1786,1554
2022-11-12,EC,IQ,1832,1573
2022-11-12,IQ,EC,1573,1832
2022-11-15,VE,PA,1680,1646
2022-11-15,PA,VE,1646,1680
2022-11-15,DO,CU,1173,1328
2022-11-15,CU,DO,1328,1173
2022-11-16,MX,SE,1808,1747
2022-11-16,LV,EE,1348,1421
2022-11-16,CY,BG,1337,1520
2022-11-16,SE,MX,1747,1808
2022-11-16,BG,CY,1520,1337
2022-11-16,HR,SA,1926,1636
2022-11-16,SA,HR,1636,1926
2022-11-16,SV,NI,1483,1265
2022-11-16,NP,PK,943,873
2022-11-16,PK,NP,873,943
2022-11-16,AZ,MD,1399,1239
2022-11-16,EE,LV,1421,1348
2022-11-16,KO,AM,1514,1459
2022-11-16,PL,CL,1813,1697
2022-11-16,AM,KO,1459,1514
2022-11-16,IS,LT,1546,1256
2022-11-16,NI,SV,1265,1483
2022-11-16,AR,AE,2143,1484
2022-11-16,UZ,KZ,1573,1396
2022-11-16,KZ,UZ,1396,1573
2022-11-16,FO,CZ,1301,1788
2022-11-16,AE,AR,1484,2143
2022-11-16,IR,TN,1798,1705
2022-11-16,CI,BI,1681,1253
2022-11-16,TN,IR,1705,1798
2022-11-16,CZ,FO,1788,1301
2022-11-16,TR,SQ,1701,1751
2022-11-16,MD,AZ,1239,1399
2022-11-16,AL,IT,1535,1995
2022-11-16,IT,AL,1995,1535
2022-11-16,GI,LI,1059,977
2022-11-16,LI,GI,977,1059
2022-11-16,SQ,TR,1751,1701
2022-11-16,CL,PL,1697,1813
2022-11-16,AD,AT,1118,1729
2022-11-16,OM,DE,1545,1962
2022-11-16,DE,OM,1962,1545
2022-11-16,PY,PE,1734,1847
2022-11-16,LT,IS,1256,1546
2022-11-16,AT,AD,1729,1118
2022-11-16,DZ,ML,1714,1617
2022-11-16,ML,DZ,1617,1714
2022-11-16,PE,PY,1847,1734
2022-11-16,BI,CI,1253,1681
2022-11-17,PT,NG,2005,1627
2022-11-17,HU,LU,1820,1444
2022-11-17,RU,TJ,1756,1327
2022-11-17,SI,RO,1663,1603
2022-11-17,RO,SI,1603,1663
2022-11-17,JP,CA,1788,1775
2022-11-17,LU,HU,1444,1820
2022-11-17,MZ,ZA,1319,1547
2022-11-17,BW,AO,1363,1400
2022-11-17,CA,JP,1775,1788
2022-11-17,ZM,IL,1464,1637
2022-11-17,GR,MT,1693,1262
2022-11-17,JO,ES,1590,2049
2022-11-17,ES,JO,2049,1590
2022-11-17,GE,MA,1652,1764
2022-11-17,LC,SM,1043,785
2022-11-17,RW,SD,1270,1311
2022-11-17,SM,LC,785,1043
2022-11-17,GH,CH,1564,1901
2022-11-17,CH,GH,1901,1564
2022-11-17,SD,RW,1311,1270
